season,nfl_id,name,position,ngs_position,position_group,team_id,games_played,games_started,game_snaps,team_snaps,pass_rush_snaps,pass_rush_rate,get_off_time,qb_pressures,qb_pressure_rate,time_to_pressure,sacks,sack_rate,time_to_sack,qb_defeats,turn_pressures,qualified_defender
2019,46157,Oren Burks,LB,LB,LB,1800,9,0,55,570,0,,0,0,,0,0,,0,0,0,False
2019,46723,Corey Thompson,LB,LB,LB,0610,1,0,55,65,3,0.0909,1.08,0,,0,0,,0,0,0,True
2019,40029,Damontre Moore,DE,ED,DL,4500,2,0,53,132,36,1,0.88288,4,0.1111,2.575,0,,0,1,0,False
2019,43590,Steve Longa,OLB,LB,LB,1540,3,0,52,226,3,0.15,0.933,0,,0,0,,0,0,0,False
2019,46645,Bruce Hector,DT,DT,DL,3700,3,1,52,192,36,1,1.07809,1,0.0278,2.6,0,,0,0,0,False
2019,46841,Matt Dickerson,DE,DT,DL,2100,5,0,52,340,25,0.9615,1.13778,1,0.04,1.8,0,,0,1,0,False
2019,44889,Daeshon Hall,DE,ED,DL,3700,7,0,50,435,34,0.9714,0.83397,3,0.0882,2.3,1,0.0294,3.507,2,0,False
2019,48473,Jonathan Ledbetter,DE,ED,DL,2700,1,1,50,73,13,1,1.11964,2,0.1538,2.2,0.5,0.0385,6.206,1,0,True
2019,41339,Maurice Alexander,LB,LB,LB,0610,2,0,48,120,4,0.1333,0,0,,0,0,,0,0,0,False
2019,41313,Kareem Martin,OLB,ED,LB,3410,5,0,47,355,23,1,0.98368,1,0.0435,3.2,0,,0,0,0,False
2019,45082,Chris Odom,OLB,ED,LB,5110,4,0,47,287,27,0.7941,0.79733,5,0.1852,3.8,2,0.0741,6.5255,1,1,False
2019,45007,Vincent Taylor,DT,DT,DL,0610,3,0,46,170,25,1,1.25567,1,0.04,3.1,0,,0,0,0,False
2019,45223,Hardy Nickerson,MLB,LB,LB,0920,6,0,46,406,3,0.12,0,0,,0,0,,0,0,0,False
2019,48018,Dontavius Russell,DT,DT,DL,2250,3,0,45,175,16,1,1.27854,0,,0,0,,0,0,0,False
2019,45636,Jeremiah Valoaga,DE,ED,DL,4500,4,0,44,261,29,1,0.99845,0,,0,0,,0,0,0,False
2019,40408,LaRoy Reynolds,MLB,LB,LB,0920,7,0,42,469,11,0.3929,0.95436,3,0.2727,2.8,0,,0,1,0,False
2019,42433,Carl Davis,NT,DT,DL,2250,3,0,42,184,17,0.9444,1.26847,0,,0,0,,0,0,0,False
2019,47942,Byron Cowart,DE,DT,DL,3200,4,0,42,238,22,1,0.99255,3,0.1364,4.6,0,,0,0,0,False
2019,43780,Brandin Bryant,DT,DT,DL,1050,4,0,41,249,19,0.95,1.18994,1,0.0526,3.2,0,,0,0,0,False
2019,48599,Albert Huggins,DT,DT,DL,3700,4,0,41,228,26,1,1.1252,2,0.0769,2.8,0,,0,1,0,False
2019,43000,Justin March-Lillard,OLB,LB,LB,1200,5,0,40,330,3,0.1035,1.342,0,,0,0,,0,0,0,False
2019,44888,Alex Anzalone,OLB,LB,LB,3300,2,0,40,120,2,0.0571,0,1,0.5,2.5,1,0.5,3.67,0,0,False
2019,45045,Elijah Lee,LB,LB,LB,4500,3,1,40,205,1,0.0625,1.081,0,,0,0,,0,0,0,False
2019,48730,Tuzar Skipper,LB,ED,LB,3410,6,0,39,391,23,0.92,0.89029,2,0.087,2.6,0.5,0.0217,5.887,1,0,False
2019,46219,Genard Avery,LB,ED,LB,3700,8,0,37,486,29,0.9355,0.86081,2,0.069,3.1,0.5,0.0172,4.645,1,0,False
2019,37178,Sam Acho,OLB,ED,LB,4900,6,0,36,394,24,1,0.81757,3,0.125,3.63333,1,0.0417,3.37,0,0,False
2019,43871,Cassanova McKinzy,LB,ED,LB,5110,3,0,36,210,20,0.8333,0.8051,1,0.05,4.7,1,0.05,4.699,0,0,False
2019,38760,Nate Stupar,ILB,LB,LB,3410,2,1,35,112,1,0.0556,0.983,0,,0,0,,0,0,0,False
2019,46197,Kentavius Street,DE,DT,DL,4500,3,0,35,202,19,1,1.11569,0,,0,0,,0,0,0,False
2019,46250,Kylie Fitts,LB,ED,LB,3800,3,0,35,202,20,0.8333,0.91056,1,0.05,3,0,,0,0,0,False
2019,43847,Joel Heath,DE,DT,DL,2120,2,1,34,134,14,1,1.198,1,0.0714,2.8,0,,0,0,0,False
2019,47945,Cameron Smith,LB,LB,LB,3000,4,0,33,276,1,0.3333,0.855,0,,0,0,,0,0,0,False
2019,47947,E.J. Speed,LB,LB,LB,2200,3,0,33,179,2,0.1538,0,0,,0,0,,0,0,0,False
2019,38667,Malik Jackson,DT,DT,DL,3700,1,1,30,58,20,1,0.91663,1,0.05,2.4,0,,0,1,0,True
2019,39986,Manti Te'o,MLB,LB,LB,3300,2,2,30,110,3,0.2143,0,1,0.3333,6.8,0,,0,0,0,False
2019,42515,D.J. Alexander,OLB,LB,LB,2250,2,0,30,125,0,,0,0,,0,0,,0,0,0,False
2019,43472,Devante Bond,OLB,ED,LB,4900,4,0,30,284,20,0.8333,0.86929,3,0.15,2.93333,0,,0,1,0,False
2019,43638,Justin Zimmer,DT,DT,DL,1050,2,0,30,139,8,1,1.077,0,,0,0,,0,0,0,False
2019,48671,Derick Roberson,OLB,ED,LB,2100,2,0,29,131,24,0.9231,0.80121,5,0.2083,2.54,3,0.125,4.05967,2,0,False
2019,39988,Tank Carradine,DE,DT,DL,2700,1,0,28,65,8,0.8889,1.403,2,0.25,3.6,0,,0,0,0,False
2019,44887,Duke Riley,OLB,LB,LB,3700,8,0,28,465,3,0.3333,0.8195,0,,0,0,,0,0,0,False
2019,36089,Albert McClellan,OLB,LB,LB,3430,1,0,27,75,1,0.0769,0.762,0,,0,0,,0,0,0,False
2019,45008,Tanner Vallejo,LB,LB,LB,3800,2,0,27,124,1,0.1667,0,1,1,7.8,1,1,7.774,0,0,False
2019,42579,Mark Nzeocha,MLB,LB,LB,4500,6,0,26,390,0,,0,0,,0,0,,0,0,0,False
2019,45063,Pat O'Connor,DE,DT,DL,4900,4,0,25,293,17,1,0.88013,5,0.2941,2.6,0,,0,1,0,False
2019,46303,Andre Smith,LB,LB,LB,0750,3,0,25,191,1,0.0909,0.853,0,,0,0,,0,0,0,False
2019,42374,Stephone Anthony,MLB,ED,LB,3300,2,1,24,148,6,0.4615,1.146,0,,0,0,,0,0,0,False
2019,46262,Chris Covington,LB,LB,LB,1200,2,0,24,127,0,,0,0,,0,0,,0,0,0,False
2019,48056,Ahmad Gooden,LB,ED,LB,1400,3,0,24,209,13,0.9286,0.95277,2,0.1538,3.4,0,,0,1,0,False
2019,42869,James Vaughters,LB,ED,LB,0810,3,0,23,205,9,0.8182,1.16567,0,,0,0,,0,0,0,False
2019,46619,Robert McCray,DE,ED,DL,1050,1,0,23,71,10,0.8333,0.96467,1,0.1,1.9,0,,0,1,0,False
2019,41590,Jay Elliott,LB,ED,LB,3900,4,0,22,262,12,0.9231,1.091,2,0.1667,2.8,0,,0,0,0,False
2019,47983,Emeke Egbule,LB,ED,LB,4400,6,0,21,329,10,0.8333,0.97675,1,0.1,3.3,0,,0,0,0,False
2019,48113,Josiah Tauaefa,LB,LB,LB,3410,1,0,21,64,0,,0,0,,0,0,,0,0,0,False
2019,48025,Cortez Broughton,DT,DT,DL,4400,2,0,20,108,9,1,1.10763,0,,0,0,,0,0,0,False
2019,43092,T.Y. McGill,DT,DT,DL,4400,3,0,19,187,8,0.8889,0.94512,1,0.125,3.2,0,,0,0,0,False
2019,46159,Deadrin Senat,NT,DT,DL,0200,2,0,18,108,10,1,1.18433,1,0.1,2.5,0,,0,0,0,False
2019,48236,Gerald Willis,DT,DT,DL,2700,2,0,18,136,11,1,0.91864,1,0.0909,2.9,0,,0,0,0,False
2019,45338,Fadol Brown,DE,DT,DL,1800,4,0,17,258,8,1,0.998,0,,0,0,,0,0,0,False
2019,43318,Robert Nkemdiche,DT,DT,DL,2700,2,0,16,130,4,1,1.35567,0,,0,0,,0,0,0,False
2019,48458,Anthony Pittman,LB,ED,LB,1540,1,0,16,86,9,0.8182,1.06756,0,,0,0,,0,0,0,False
2019,48778,Natrez Patrick,LB,ED,LB,2510,4,0,16,265,9,0.9,1.02189,0,,0,0,,0,0,0,False
2019,43535,Tyler Matakevich,ILB,LB,LB,3900,5,0,15,332,0,,0,0,,0,0,,0,0,0,False
2019,45567,Carroll Phillips,DE,ED,DL,5110,1,0,15,71,8,0.8889,0.87,3,0.375,4.93333,0,,0,0,0,False
2019,47010,James Crawford,LB,ED,LB,2700,2,0,15,138,3,0.75,0.7685,0,,0,0,,0,0,0,False
2019,48562,Justin Phillips,LB,LB,LB,2520,1,0,14,55,1,0.1667,0,0,,0,0,,0,0,0,False
2019,40248,Daren Bates,ILB,LB,LB,2100,3,0,11,203,1,0.1429,0,0,,0,0,,0,0,0,False
2019,41535,Jamie Meder,DT,DT,DL,1540,1,0,11,86,9,1,1.22914,0,,0,0,,0,0,0,False
2019,48593,Jamal Davis,LB,ED,LB,2700,2,0,11,148,4,0.8,0.923,0,,0,0,,0,0,0,False
2019,41614,Kerry Wynn,DE,ED,DL,0920,2,0,10,117,4,0.8,0.78767,0,,0,0,,0,0,0,False
2019,43950,Mitchell Loewen,DE,DT,DL,3300,1,0,10,59,7,1,1.07929,1,0.1429,4.9,0,,0,0,0,False
2019,48123,Kevin Givens,DT,DT,DL,4500,1,0,10,71,6,1,1.11517,1,0.1667,3.2,0,,0,0,0,False
2019,47943,Daylon Mack,DT,DT,DL,0325,1,0,9,61,3,1,1.428,0,,0,0,,0,0,0,False
2019,44998,Caleb Brantley,DT,DT,DL,5110,1,0,8,71,4,1,0.8015,0,,0,0,,0,0,0,False
2019,43918,Pete Robertson,LB,ED,LB,3800,2,0,7,144,3,0.6,1.04767,0,,0,0,,0,0,0,False
2019,46476,Jonathan Wynn,DE,DT,DL,1540,1,0,7,67,4,1,0.874,0,,0,0,,0,0,0,False
2019,48588,Jordan Kunaszyk,LB,LB,LB,0750,1,0,7,67,0,,0,0,,0,0,,0,0,0,False
2019,45090,Jermaine Grace,MLB,LB,LB,0200,4,0,6,265,1,0.1667,0,0,,0,0,,0,0,0,False
2019,46743,Austin Larkin,DE,ED,DL,0200,1,0,6,46,5,1,0.7666,0,,0,0,,0,0,0,False
2019,45533,Joe Jones,LB,LB,LB,1400,3,0,5,193,0,,0,0,,0,0,,0,0,0,False
2019,46169,Dorian O'Daniel,LB,DT,LB,2310,1,0,5,74,0,,0,0,,0,0,,0,0,0,False
2019,48695,Deyon Sizer,DT,DT,DL,1400,1,0,5,62,1,1,1.65,0,,0,0,,0,0,0,False
2019,46674,Zeke Turner,LB,LB,LB,3800,2,0,4,135,0,,0,0,,0,0,,0,0,0,False
2019,47925,Ben Burr-Kirven,LB,LB,LB,4600,2,0,4,139,1,0.5,0,0,,0,0,,0,0,0,False
2019,48493,Joe Giles-Harris,LB,ED,LB,2250,2,0,4,125,0,,0,0,,0,0,,0,0,0,False
2019,40657,Deon Lacey,OLB,S,LB,2700,3,0,3,191,1,0.3333,0,0,,0,0,,0,0,0,False
2019,46184,Joel Iyiegbuniwe,LB,LB,LB,0810,3,0,3,195,0,,0,0,,0,0,,0,0,0,False
2019,48063,Ryan Bee,DE,DT,DL,5110,1,0,3,71,2,1,1.219,0,,0,0,,0,0,0,False
2019,48613,Kahzin Daniels,LB,ED,LB,4900,1,0,3,65,3,1,0.976,0,,0,0,,0,0,0,False
2019,48685,Noah Dawkins,LB,LB,LB,4900,2,0,3,145,1,0.3333,0,0,,0,0,,0,0,0,False
2019,45574,Nigel Harris,MLB,LB,LB,2100,1,0,2,66,0,,0,0,,0,0,,0,0,0,False
2019,48578,Chris Peace,LB,ED,LB,3410,1,0,2,59,1,1,1.996,1,1,5.9,0,,0,0,0,False
2019,48751,Freedom Akinmoladun,DE,DT,DL,0920,1,0,2,88,0,,0,0,,0,0,,0,0,0,False
2019,46271,Jack Cichy,LB,LB,LB,4900,1,0,1,73,0,,0,0,,0,0,,0,0,0,False
2019,46902,Robert Spillane,LB,ED,LB,3900,1,0,1,68,0,,0,0,,0,0,,0,0,0,False
2020,38577,Bobby Wagner,MLB,LB,LB,4600,16,16,1101,1112,110,0.1457,0.91125,20,0.1818,2.765,3,0.0273,5.065,10,0,True
2020,42771,Neville Hewitt,ILB,LB,LB,3430,16,16,1070,1081,103,0.1577,1.015,16,0.1553,2.71875,2,0.0194,3.5035,9,0,True
2020,43388,Joe Schobert,MLB,LB,LB,2250,16,16,1056,1068,55,0.0967,0.99306,12,0.2182,2.69167,2.5,0.0454,4.62067,5,0,True
2020,43323,Jaylon Smith,ILB,LB,LB,1200,16,16,1030,1054,66,0.1162,0.90039,11,0.1667,3.37273,1.5,0.0227,6.47,3,0,True
2020,43420,Blake Martinez,ILB,LB,LB,3410,16,16,1020,1046,83,0.1322,0.89,15,0.1807,3.57857,3,0.0361,5.19167,4,0,True
2020,47016,A.J. Johnson,MLB,LB,LB,1400,16,16,1020,1043,143,0.231,0.96057,15,0.1049,2.69333,1,0.007,6.707,8,0,True
2020,38588,Lavonte David,ILB,LB,LB,4900,16,16,1013,1023,86,0.1268,0.88,8,0.093,2.6875,1.5,0.0174,3.3855,3,0,True
2020,46110,Harold Landry,OLB,ED,LB,2100,16,16,1013,1076,524,0.8149,0.8626,63,0.1202,2.57619,5.5,0.0105,4.80783,35,0,True
2020,45215,Eric Wilson,OLB,LB,LB,3000,16,15,998,1036,76,0.134,1.03415,12,0.1579,2.67273,3,0.0395,4.99275,6,0,True
2020,42368,Shaq Thompson,OLB,LB,LB,0750,16,15,994,1022,88,0.1408,0.95987,10,0.1136,2.3,0,,0,7,1,True
2020,43341,Deion Jones,MLB,LB,LB,0200,16,16,991,1034,89,0.1363,0.87333,27,0.3034,2.48889,4.5,0.0506,3.6092,18,0,True
2020,37084,J.J. Watt,DE,ED,DL,2120,16,16,978,1068,556,0.9929,0.86001,52,0.0935,2.64038,5,0.009,3.8978,21,1,True
2020,38607,Demario Davis,OLB,LB,LB,3300,16,16,978,992,140,0.228,0.88149,28,0.2,2.48571,4,0.0286,3.71175,15,0,True
2020,42427,Jordan Hicks,ILB,LB,LB,3800,16,16,973,1054,107,0.1777,0.92295,14,0.1308,2.61429,0,,0,5,1,True
2020,46077,Roquan Smith,ILB,LB,LB,0810,16,16,968,1020,46,0.0796,0.85329,17,0.3696,2.97059,4,0.087,5.4965,5,0,True
2020,46175,Josey Jewell,ILB,LB,LB,1400,16,16,968,1043,78,0.132,0,13,0.1667,2.52308,2,0.0256,4.4525,8,0,True
2020,37174,K.J. Wright,OLB,ED,LB,4600,16,16,957,1112,119,0.1874,0.96544,10,0.084,1.89,2,0.0168,4.0875,9,0,True
2020,47788,Devin White,ILB,LB,LB,4900,15,15,949,952,110,0.1719,0.88558,33,0.3,2.7,9,0.0818,4.41811,17,0,True
2020,46139,Fred Warner,MLB,LB,LB,4500,16,16,933,997,86,0.1519,1.03,20,0.2326,2.925,1,0.0116,3.403,10,0,True
2020,39998,Jon Bostic,ILB,LB,LB,5110,16,15,926,1004,64,0.1162,0.97989,14,0.2188,2.77857,3,0.0469,3.63233,6,0,True
2020,52431,Kenneth Murray,OLB,LB,LB,4400,16,16,926,997,39,0.0701,0.99236,5,0.1282,2.2,1,0.0256,4.972,3,0,True
2020,44869,Zach Cunningham,ILB,LB,LB,2120,16,16,910,1068,66,0.1467,1.04911,11,0.1667,2.8,3,0.0454,5.328,6,0,True
2020,35454,Jason Pierre-Paul,DE,ED,DL,4900,16,16,904,1023,543,0.8801,0.91975,45,0.0829,2.88222,9.5,0.0175,3.8015,13,3,True
2020,43298,Leonard Floyd,OLB,ED,LB,2510,16,16,885,989,483,0.84,0.80537,55,0.1139,2.87818,10.5,0.0217,4.47964,23,1,True
2020,43325,Myles Jack,MLB,LB,LB,2250,14,14,883,933,47,0.0998,0.91661,6,0.1277,3.18333,1,0.0213,2.83,2,0,True
2020,46085,Tremaine Edmunds,MLB,LB,LB,0610,15,15,871,953,76,0.1426,0.86622,5,0.0658,2,2,0.0263,3.214,3,0,True
2020,47889,Maxx Crosby,DE,ED,DL,2520,16,16,859,1039,498,0.9614,0.81899,50,0.1004,3.342,7,0.0141,5.71757,10,0,True
2020,46091,Rashaan Evans,ILB,LB,LB,2100,16,16,858,1076,95,0.1915,1.00746,12,0.1263,3.26667,0.5,0.0053,4.204,4,0,True
2020,46269,Foyesade Oluokun,MLB,LB,LB,0200,15,14,852,956,140,0.2487,0.962,24,0.1714,2.48333,3,0.0214,4.041,14,1,True
2020,41231,Khalil Mack,OLB,ED,LB,0810,16,16,849,1020,469,0.9178,0.84027,64,0.1365,2.60937,9,0.0192,3.8081,27,0,True
2020,46082,Daron Payne,DT,DT,DL,5110,16,16,845,1004,502,0.9921,1.01381,29,0.0578,2.86552,3,0.006,4.46225,13,3,True
2020,43404,De'Vondre Campbell,ILB,LB,LB,3800,16,16,840,1054,61,0.1232,1.00614,7,0.1148,2.12857,2,0.0328,4.82,5,0,True
2020,44825,Haason Reddick,OLB,ED,LB,3800,16,11,839,1054,397,0.7477,0.85228,55,0.1385,3.01636,12.5,0.0315,3.76515,16,2,True
2020,46142,Jerome Baker,ILB,LB,LB,2700,16,11,838,998,153,0.2849,0.99112,17,0.1111,3.05882,7,0.0457,4.42475,7,1,True
2020,41239,Aaron Donald,DT,DT,DL,2510,16,16,834,989,543,0.9963,0.85781,89,0.1639,2.56404,13.5,0.0249,4.0618,47,3,True
2020,44842,T.J. Watt,OLB,ED,LB,3900,15,14,823,934,449,0.8856,0.71469,79,0.1759,2.6557,15,0.0334,4.29144,39,4,True
2020,52436,Patrick Queen,MLB,LB,LB,0325,16,15,819,1017,107,0.2153,0.98687,21,0.1963,3.00476,3,0.028,4.74433,10,2,True
2020,43338,Jarran Reed,DT,DT,DL,4600,16,16,816,1112,569,0.971,0.96772,43,0.0756,3.1,6.5,0.0114,5.019,9,2,True
2020,42465,Za'Darius Smith,OLB,ED,LB,1800,16,16,815,974,518,0.9867,0.88396,59,0.1139,2.75763,12.5,0.0241,4.26585,21,4,True
2020,42480,Grady Jarrett,DT,DT,DL,0200,16,16,814,1034,539,0.9872,0.95304,54,0.1002,2.76667,4,0.0074,4.7444,21,2,True
2020,43398,B.J. Goodson,ILB,LB,LB,1050,14,14,813,901,40,0.0778,0.92946,4,0.1,3.475,0.5,0.0125,4.404,2,0,True
2020,43797,Cory Littleton,OLB,LB,LB,2520,14,14,809,898,39,0.0803,0.90817,6,0.1538,2.26667,0,,0,4,0,True
2020,47802,Jeffery Simmons,DT,DT,DL,2100,15,15,804,1007,509,0.9922,1.05444,39,0.0766,3.01282,3,0.0059,5.463,10,0,True
2020,40000,Jamie Collins,OLB,LB,LB,1540,14,14,791,924,75,0.1689,1.00226,10,0.1333,2.73,1,0.0133,4.534,5,1,True
2020,38718,Danny Trevathan,ILB,LB,LB,0810,16,16,790,1020,31,0.0689,1.113,7,0.2258,2.35714,1,0.0323,3.87,5,0,True
2020,46105,Darius Leonard,MLB,LB,LB,2200,14,14,788,847,59,0.1161,1.00506,11,0.1864,2.83636,3,0.0508,3.93767,7,3,True
2020,41915,Shaquil Barrett,OLB,ED,LB,4900,15,15,787,952,465,0.8501,0.8405,80,0.172,2.81375,8,0.0172,4.94988,31,6,True
2020,41269,Kyle Van Noy,OLB,ED,LB,2700,14,13,783,868,268,0.5666,0.93519,30,0.1119,2.93333,6,0.0224,4.08167,15,1,True
2020,43075,Tyrell Adams,ILB,LB,LB,2120,14,12,782,936,50,0.1126,1.09467,8,0.16,2.625,2,0.04,4.049,3,0,True
2020,44829,Jonathan Allen,DT,DT,DL,5110,16,16,775,1004,456,0.9935,0.93752,53,0.1162,2.79434,2,0.0044,5.18567,19,0,True
2020,37104,Cameron Heyward,DT,DT,DL,3900,15,14,774,934,476,0.9937,0.9811,59,0.124,2.79661,4,0.0084,5.4522,19,2,True
2020,37080,Aldon Smith,DE,ED,DL,1200,16,16,773,1054,422,0.9657,0.94066,49,0.1161,3.05102,5,0.0118,4.5976,15,2,True
2020,37097,Cameron Jordan,DE,ED,DL,3300,16,16,773,992,484,0.9778,0.85534,47,0.0971,3.40851,7.5,0.0155,4.31687,6,1,True
2020,38602,Olivier Vernon,DE,ED,DL,1050,14,13,773,885,445,0.9213,0.9137,62,0.1393,2.76557,9,0.0202,5.36078,22,0,True
2020,42381,Preston Smith,OLB,ED,LB,1800,16,13,770,974,377,0.7838,0.89304,30,0.0796,2.76333,4,0.0106,4.7558,15,3,True
2020,42349,Leonard Williams,DT,DT,DL,3410,16,12,768,1046,484,0.9918,0.95914,58,0.1198,2.96491,11.5,0.0238,4.88283,15,3,True
2020,39959,Sheldon Richardson,DT,DT,DL,1050,16,16,765,1035,483,0.9898,0.97013,41,0.0849,3.00244,4.5,0.0093,4.5075,9,0,True
2020,43321,Emmanuel Ogbah,DE,ED,DL,2700,16,12,764,998,492,0.9879,0.9248,60,0.122,2.79333,9,0.0183,4.616,24,5,True
2020,38619,Akiem Hicks,DT,DT,DL,0810,15,15,760,952,469,0.9874,1.05375,39,0.0832,2.90256,3.5,0.0075,4.47075,9,1,True
2020,48089,Malik Reed,OLB,ED,LB,1400,16,13,757,1043,410,0.8798,0.94506,40,0.0976,3.0625,8,0.0195,4.62256,8,0,True
2020,41275,Stephon Tuitt,DE,DT,DL,3900,15,15,754,947,468,0.9957,0.92434,63,0.1346,2.97619,11,0.0235,4.62775,18,0,True
2020,35441,Ndamukong Suh,DE,DT,DL,4900,16,16,753,1023,521,0.9867,0.96082,51,0.0979,2.87059,6,0.0115,4.57717,16,1,True
2020,52410,Chase Young,DE,ED,DL,5110,15,15,739,948,441,0.9343,0.84548,50,0.1134,2.72,7.5,0.017,4.1385,24,4,True
2020,37778,Josh Bynes,ILB,LB,LB,0920,16,16,731,1021,28,0.08,0.73129,3,0.1071,3.7,1,0.0357,4.903,1,0,True
2020,44813,Myles Garrett,DE,ED,DL,1050,14,14,731,910,468,0.9649,0.73769,75,0.1603,2.50533,12,0.0256,4.18008,44,8,True
2020,35452,Brandon Graham,DE,ED,DL,3700,16,16,729,1060,407,0.9807,0.79688,56,0.1376,3.04464,8,0.0197,5.11,17,2,True
2020,42388,Eric Kendricks,ILB,LB,LB,3000,11,11,726,727,62,0.1429,0.89407,8,0.129,3.475,0,,0,3,0,True
2020,43296,DeForest Buckner,DT,DT,DL,2200,15,14,722,924,478,0.9835,0.98257,49,0.1025,2.8551,9.5,0.0199,4.9201,18,1,True
2020,47799,Brian Burns,DE,ED,DL,0750,15,14,721,958,402,0.8358,0.77465,63,0.1567,2.32698,9,0.0224,3.8395,46,2,True
2020,42929,Alex Singleton,OLB,LB,LB,3700,15,11,719,993,48,0.1283,1.05975,12,0.25,3.1,2,0.0417,4.4035,7,0,True
2020,42360,Arik Armstead,DE,ED,DL,4500,16,16,718,997,434,0.9753,0.9576,46,0.106,3.09333,3.5,0.0081,4.196,15,1,True
2020,42406,Frank Clark,DE,ED,DL,2310,15,15,717,953,445,0.9611,0.85326,36,0.0809,3.1,6,0.0135,6.28,12,1,True
2020,52415,Derrick Brown,DT,DT,DL,0750,16,15,717,1022,441,0.9866,1.06033,32,0.0726,2.69063,2,0.0045,4.7335,13,1,True
2020,47811,Jerry Tillery,DT,ED,DL,4400,16,11,715,997,440,0.9843,0.95827,38,0.0864,2.79737,3,0.0068,4.026,15,3,True
2020,43775,Romeo Okwara,DE,ED,DL,1540,16,9,714,1068,399,0.9366,0.84184,71,0.1779,2.90141,10,0.0251,3.7976,22,2,True
2020,46074,Bradley Chubb,DE,ED,DL,1400,14,14,714,924,404,0.8918,0.90593,71,0.1757,2.6662,7.5,0.0186,3.9335,31,1,True
2020,38542,Fletcher Cox,DT,DT,DL,3700,15,15,712,998,407,0.9879,0.9926,32,0.0786,2.875,6.5,0.016,4.38571,10,1,True
2020,35485,Linval Joseph,NT,DT,DL,4400,16,16,705,997,396,0.9925,1.17411,29,0.0732,2.9069,0,,0,9,0,True
2020,44929,Carl Lawson,DE,ED,DL,0920,16,11,697,1021,415,0.9629,0.73712,70,0.1687,2.49429,5.5,0.0132,4.70167,39,1,True
2020,41786,Kerry Hyder,DE,ED,DL,4500,16,14,694,997,413,0.9429,0.93737,55,0.1332,3.04545,8.5,0.0206,4.79878,11,3,True
2020,44892,Tarell Basham,OLB,ED,LB,3430,16,9,690,1081,370,0.8585,0.87191,33,0.0892,2.68485,3.5,0.0095,4.19675,12,4,True
2020,45345,Nicholas Morrow,OLB,LB,LB,2520,14,11,687,914,43,0.1019,0.8215,12,0.2791,2.95833,3,0.0698,3.866,7,1,True
2020,40077,John Simon,DE,ED,DL,3200,16,16,684,982,245,0.7313,1.06034,9,0.0367,3.33333,2,0.0082,5.3555,0,0,True
2020,44871,Tanoh Kpassagnon,DE,ED,DL,2310,16,15,681,1022,397,0.9636,0.96776,26,0.0655,3.26923,1,0.0025,7.408,6,0,True
2020,45033,Ifeadi Odenigbo,DE,ED,DL,3000,15,15,675,982,408,0.96,0.97988,41,0.1005,2.69024,3.5,0.0086,5.426,16,0,True
2020,41341,DaQuan Jones,NT,DT,DL,2100,16,16,674,1076,348,0.9587,1.11853,18,0.0517,3.08333,2,0.0057,5.084,4,0,True
2020,47931,Dre Greenlaw,OLB,LB,LB,4500,13,11,674,824,60,0.1546,0.98257,5,0.0833,2.68,1,0.0167,5.124,3,0,True
2020,44974,Anthony Walker,MLB,LB,LB,2200,16,15,671,992,28,0.0739,0.77138,6,0.2143,3.36667,0,,0,1,0,True
2020,47855,Germaine Pratt,OLB,LB,LB,0920,16,15,665,1021,27,0.0868,0.8665,1,0.037,1.4,0,,0,1,0,True
2020,47809,Montez Sweat,DE,ED,DL,5110,16,16,664,1004,380,0.9596,0.85544,51,0.1342,2.73922,9,0.0237,4.46833,18,0,True
2020,47872,Bobby Okereke,MLB,LB,LB,2200,14,7,659,862,32,0.0732,0.89055,6,0.1875,2.6,0,,0,4,0,True
2020,43326,Chris Jones,DT,DT,DL,2310,15,14,658,948,411,0.9832,0.91349,56,0.1363,2.62143,7.5,0.0182,5.063,29,2,True
2020,46487,Poona Ford,NT,DT,DL,4600,16,16,650,1112,401,0.9877,1.06363,27,0.0673,3.36296,2,0.005,5.3055,5,0,True
2020,40154,Vince Williams,ILB,LB,LB,3900,14,13,643,869,64,0.1749,1.0694,12,0.1875,2.40833,3,0.0469,4.135,9,0,True
2020,46146,Sam Hubbard,DE,ED,DL,0920,13,13,643,850,349,0.9257,0.91767,35,0.1003,3.05882,2,0.0057,3.9375,13,2,True
2020,41380,Avery Williamson,ILB,LB,LB,3900,15,10,642,937,47,0.1324,1.04256,7,0.1489,2.52857,1,0.0213,2.736,2,0,True
2020,41449,Shamar Stephen,NT,DT,DL,3000,16,16,639,1036,326,1,1.23092,9,0.0276,3.36667,0.5,0.0015,3.922,4,1,True
2020,39997,Johnathan Hankins,DT,DT,DL,2520,16,16,633,1039,317,0.9906,1.06875,18,0.0568,3.49444,1,0.0032,3.946,4,0,True
2020,41263,Demarcus Lawrence,DE,ED,DL,1200,16,15,632,1054,369,0.9736,0.9257,49,0.1328,2.69592,6.5,0.0176,3.69,21,2,True
2020,42467,Kwon Alexander,OLB,LB,LB,3300,12,12,632,760,68,0.1873,1.06552,6,0.0882,3.16667,1,0.0147,5.639,2,0,True
2020,44867,Dalvin Tomlinson,NT,DT,DL,3410,16,16,632,1046,323,0.9729,1.11188,22,0.0681,3.14545,3.5,0.0108,4.872,10,0,True
2020,44968,Jayon Brown,ILB,LB,LB,2100,10,10,631,681,35,0.0891,1.0866,5,0.1429,2.5,1,0.0286,4.909,3,1,True
