season,player,team,position,games,games_started,sacks,qb_hits,tackles_for_loss,tackles,tackles_solo,fumbles_forced,pass_defended,interceptions,hurries,qb_knockdowns,pressures,tackles_combined,missed_tackles,blitzes,prwr_rank_2024,prwr_wins_2024,prwr_plays_2024,prwr_pct_2024,edge_pct_prwr_2024,rswr_rank_2024,rswr_wins_2024,rswr_plays_2024,rswr_pct_2024
2024,Charles Omenihu,KC,DE,6,1,1.0,1.0,,4.0,4.0,1.0,,,2,1,4,6,2,0,,,,,,,,,
2024,Jaelan Phillips,MIA,OLB,,,1.0,2.0,1.0,2.0,2.0,,2.0,,,,,,,,,,,,,,,,
2024,Jamin Davis,MIN,OLB,,,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2024,Bruce Hector,NYJ,DL,6,0,1,,,,,,,,0,0,1,10,0,0,,,,,,,,,
2024,Darius Robinson,ARI,DL,6,0,1,,,,,,,,0,0,1,10,0,1,,,,,,,,,
2024,Leo Chenal,KC,OLB,,,1.0,1.0,4.0,35.0,31.0,3.0,3.0,,,,,,,,,,,,,,,,
2024,Cedric Johnson,CIN,DE,9,0,1.0,4.0,1.0,5.0,5.0,,,,1,3,5,7,0,0,,,,,,,,,
2024,Dean Lowry,PIT,DE,,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
2024,K.J. Henry,DAL,DE,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Casey Toohill,BUF,DE,14,1,1.0,1.0,2.0,8.0,5.0,,1.0,,2,0,3,20,1,0,,,,,,,,,
2024,Cameron Thomas,CLE,DE,5,0,1.0,1.0,4.0,6.0,5.0,,,,0,0,1,11,0,0,,,,,,,,,
2024,Quinton Bell,MIA,OLB,,,1.0,,3.0,14.0,14.0,1.0,1.0,,,,,,,,,,,,,,,,
2024,William Gholston,TB,DL,17,3,1.0,4.0,1.0,6.0,6.0,,,,1,3,5,12,0,0,,,,,,,,,
2024,Zacch Pickens,CHI,DL,9,3,1,,,,,,,,0,1,2,19,1,0,,,,,,,,,
2024,Myles Adams,DET,DL,4,0,1.0,2.0,1.0,3.0,3.0,,,,0,1,2,4,0,0,,,,,,,,,
2024,Esezi Otomewo,JAX,DE,,,0.5,2.0,,,,,,,,,,,,,,,,,,,,,
2024,Tyler Davis,LA,DL,16,0,0.5,1.0,2.0,12.0,9.0,,,,0,0,1,29,2,0,,,,,,,,,
2024,Winston Reid,CLE,OLB,16,3,0.5,,,,,,,,0,0,1,23,3,4,,,,,,,,,
2024,Arron Mosby,GB,DL,16,0,0.5,2.0,1.0,2.0,2.0,,2.0,,2,1,4,12,1,0,,,,,,,,,
2024,D.J. Johnson,CAR,OLB,,,0.5,1.0,3.0,19.0,16.0,,1.0,,,,,,,,,,,,,,,,
2024,Takkarist McKinley,NYJ,DL,7,0,0.5,,,,,,,,0,1,2,9,1,0,,,,,,,,,
2024,Andre Carter,LV,DE,3,0,0.5,1.0,,,,,,,1,0,2,1,0,0,,,,,,,,,
2024,Eyioma Uwazurike,DEN,DL,4,0,0.5,1.0,,3.0,3.0,,,,0,0,1,11,1,0,,,,,,,,,
2024,Marcus Davenport,DET,DL,2,1,0.5,4.0,,1.0,1.0,,,,2,3,6,2,0,0,,,,,,,,,
2024,Takk McKinley,NYJ,DE,,,0.5,2.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,
2024,DJ Johnson,CAR,OLB,14,2,0.5,,,,,,,,0,0,1,44,4,16,,,,,,,,,
2024,Tyrus Wheat,DAL,DE,8,0,0.5,1.0,1.0,6.0,5.0,,,,4,1,6,14,1,0,,,,,,,,,
2024,Janarius Robinson,LV,DE,10,1,0.5,2.0,,2.0,1.0,,1.0,,1,1,3,5,1,0,,,,,,,,,
2024,DeShawn Williams,CAR,DE,,,0.5,4.0,,8.0,7.0,,,,,,,,,,,,,,,,,,
2024,DeMarvin Leal,PIT,DE,5,0,0,1.0,,,,,,,1,1,2,4,0,2,,,,,,,,,
2024,Markees Watts,TB,OLB,5,0,0,,,,,,,,1,0,1,0,0,3,,,,,,,,,
2024,Yasir Abdullah,JAX,OLB,,,,1.0,,11.0,9.0,,,,,,,,,,,,,,,,,,
2024,Tyus Bowser,2TM,LOLB,9,5,0,,,,,,,,3,0,3,11,1,15,,,,,,,,,
2024,Tyus Bowser,SEA,OLB,2,1,0,,,1.0,1.0,,,,1,0,1,1,1,3,,,,,,,,,
2024,Caleb Murphy,TEN,OLB,2,0,0,,,1.0,1.0,,,,1,0,1,1,0,0,,,,,,,,,
2024,Micah Parsons,GB,,,,,,,,,,,,,,,,,,6,29,139,21%,31%,5,29,89,33%
2024,Marshawn Kneeland,DAL,DE,11,1,0,3.0,2.0,8.0,7.0,,1.0,,5,3,8,14,3,2,,,,,,,,,
2024,Brandon Dorlus,ATL,DE,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Eric Watts,NYJ,DL,14,0,0,,,6.0,6.0,,,,1,0,1,13,2,0,,,,,,,,,
2024,Demone Harris,ATL,DL,9,0,0,1.0,1.0,4.0,4.0,,1.0,,1,1,2,11,0,0,,,,,,,,,
2024,Chris Smith,DET,DL,5,0,0,,,,,,,,0,1,1,2,1,0,,,,,,,,,
2024,Myles Adams,SEA,DE,3,0,0,,,1.0,1.0,,,,1,0,1,3,0,0,,,,,,,,,
2024,Jose Ramirez,TB,OLB,4,0,0,1.0,,,,,,,0,1,1,0,0,2,,,,,,,,,
2024,Abdul Carter,NYG,,,,,,,,,,,,,,,,,,15,17,97,18%,15%,,,,
2024,Khaleke Hudson,2TM,OLB,17,0,0,,,,,,,,0,1,1,9,0,2,,,,,,,,,
2024,Khalid Duke,TEN,OLB,2,0,0,1.0,,1.0,1.0,,,,0,1,1,1,0,0,,,,,,,,,
2024,Jerry Hughes,HOU,DE,7,0,0,,,3.0,2.0,,,,0,0,0,5,0,0,,,,,,,,,
2024,Brent Urban,BAL,DL,13,0,0,,,9.0,8.0,,2.0,,1,0,1,20,0,0,,,,,,,,,
2024,Tony Fields,CLE,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Keir Thomas,LA,OLB,1,1,0,1.0,1.0,1.0,1.0,,,,0,1,1,3,1,0,,,,,,,,,
2024,Jerry Tillery,MIN,LDE,17,11,0,3.0,1.0,13.0,11.0,1.0,2.0,,3,3,6,28,0,0,,,,,,,,,
2024,Joshua Uche,KC,OLB,,,,,,7.0,7.0,,,,,,,,,,,,,,,,,,
2024,Jermaine Johnson,NYJ,OLB,,,,,1.0,4.0,3.0,,,,,,,,,,,,,,,,,,
2024,Kenny Dyson,CAR,OLB,2,0,0,1.0,,,,,,,0,1,1,2,0,4,,,,,,,,,
2024,Isaiah Thomas,DET,DL,2,0,0,,,,,,,,0,0,0,3,1,0,,,,,,,,,
2024,Andre Jones,WAS,DE,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Will Anderson Jr.,HOU,,,,,,,,,,,,,,,,,,2,31,124,25%,14%,,,,
2024,Justin Eboigbe,LAC,DE,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Eku Leota,PIT,OLB,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2024,Jordon Riley,NYG,DL,13,5,0,,,,,,,,1,1,2,12,2,0,,,,,,,,,
2024,Joe Andreessen,BUF,OLB,,,,1.0,1.0,9.0,9.0,,,,,,,,,,,,,,,,,,
2024,Josh Uche,KC,DE,6,0,0,,,,,,,,1,0,1,10,0,7,,,,,,,,,
2024,Dante Fowler Jr.,DAL,,,,,,,,,,,,,,,,,,5,19,91,21%,18%,,,,
2024,Sione Takitaki,NE,OLB,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,
2024,Jalyn Holmes,NYJ,DL,5,0,0,1.0,1.0,1.0,1.0,,,,0,1,1,4,0,0,,,,,,,,,
2024,Levi Drake Rodriguez,MIN,DL,2,0,0,,,,,,,,0,0,0,1,0,0,,,,,,,,,
2024,Marquis Haynes,CAR,OLB,2,1,0,,,4.0,3.0,,,,1,0,1,5,0,3,,,,,,,,,
2024,Mykal Walker,WAS,OLB,17,0,0,,,,,,,,0,0,0,21,1,2,,,,,,,,,
2024,Daniel Hardy,CHI,DE,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Solomon Byrd,HOU,DE,1,0,0,1.0,,2.0,2.0,,1.0,,0,1,1,2,0,0,,,,,,,,,
2024,Angelo Blackson,ARI,DL,1,0,0,,,,,,,,1,0,1,1,0,0,,,,,,,,,
2024,Isaac Ukwu,DET,DL,2,1,0,,,2.0,2.0,,,,2,0,2,3,0,0,,,,,,,,,
2024,Tarron Jackson,CAR,OLB,3,0,0,,,,,,,,0,0,0,0,1,2,,,,,,,,,
2024,Elijah Garcia,NYG,DL,5,3,0,1.0,2.0,5.0,4.0,,,,0,1,1,14,0,0,,,,,,,,,
2024,Mekhi Wingo,DET,DL,11,0,0,,,,,,,,1,1,2,9,0,0,,,,,,,,,
2024,Bryce Huff,SF,,,,,,,,,,,,,,,,,,15,17,97,18%,18%,,,,
2024,Jamie Sheriff,CAR,DE,1,0,0,,,,,,,,0,0,0,0,0,5,,,,,,,,,
2024,Benito Jones,MIA,RDE,17,15,0,,,,,,,,1,2,3,24,3,0,,,,,,,,,
2024,DJ Coleman,JAX,DE,1,0,0,,,1.0,1.0,,,,0,0,0,3,0,0,,,,,,,,,
2024,Ruke Orhorhoro,ATL,DE,,,,1.0,1.0,4.0,2.0,,,,,,,,,,,,,,,,,,
2024,Demetrius Flannigan-Fowles,SF,OLB,,,,,1.0,8.0,5.0,,2.0,1.0,,,,,,,,,,,,,,,
2024,Ta'Quon Graham,ATL,DE,,,,1.0,,6.0,4.0,,,,,,,,,,,,,,,,,,
2024,Bilal Nichols,ARI,DL,6,5,0,,,,,,,,0,1,1,10,2,0,,,,,,,,,
2024,Thomas Incoom,CAR,OLB,8,0,0,1.0,1.0,4.0,3.0,,,,0,1,1,8,0,2,,,,,,,,,
2024,Dylan Horton,HOU,DE,13,0,0,2.0,1.0,5.0,5.0,,1.0,,1,2,3,16,1,0,,,,,,,,,
2024,Dominique Robinson,CHI,DL,6,1,0,1.0,,4.0,3.0,,,,1,1,2,7,0,0,,,,,,,,,
2024,Carlos Basham,NYG,OLB,4,0,0,1.0,1.0,1.0,1.0,,1.0,,0,1,1,9,0,0,,,,,,,,,
2024,Caleb Murphy,LAC,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Kwon Alexander,DEN,OLB,,,,,,3.0,1.0,1.0,,,,,,,,,,,,,,,,,
2024,E.J. Speed,IND,OLB,,,,1.0,7.0,93.0,82.0,,5.0,1.0,,,,,,,,,,,,,,,
2024,Kalia Davis,SF,DL,13,0,0,,,,,,,,0,0,0,12,0,0,,,,,,,,,
2024,Yannick Ngakoue,NE,DE,,,,2.0,,4.0,2.0,,,,,,,,,,,,,,,,,,
2024,Blake Lynch,KC,OLB,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
2024,Sam Roberts,CAR,DE,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Kwon Alexander,DET,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Tyus Bowser,MIA,LOLB,7,4,0,,,5.0,5.0,,,,2,0,2,10,0,12,,,,,,,,,
2024,Jonah Williams,MIN,DL,1,0,0,1.0,,,,,,,0,1,1,0,0,0,,,,,,,,,
2024,Patrick Johnson,NYG,OLB,12,0,0,1.0,,,,,,,0,1,1,4,2,0,,,,,,,,,
2024,TaQuon Graham,ATL,DL,10,0,0,,,,,,,,1,1,2,12,2,0,,,,,,,,,
2024,Del'Shawn Phillips,HOU,OLB,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,
2024,Colby Wooden,GB,DL,13,1,0,,,,,,,,0,2,2,20,2,0,,,,,,,,,
2024,Joe Gaziano,JAX,DE,3,0,0,,,2.0,1.0,,,,1,0,1,3,1,0,,,,,,,,,
2024,K'Lavon Chaisson,NE,,,,,,,,,,,,,,,,,,20,18,123,15%,16%,,,,
2024,Carlos Watkins,DAL,DE,15,0,0,,,4.0,4.0,,,,2,0,2,12,0,0,,,,,,,,,
2024,Nick Hampton,LA,OLB,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2024,Ochaun Mathis,NE,OLB,5,0,0,,,1.0,1.0,,,,0,0,0,2,0,1,,,,,,,,,
2024,Yaya Diaby,TB,,,,,,,,,,,,,,,,,,11,24,125,19%,21%,3,33,96,34%
2024,Jonah Williams,DET,DL,2,1,0,1.0,,,,,,,0,1,1,0,1,0,,,,,,,,,
2024,Oshane Ximines,NE,OLB,2,0,0,,,,,,,,0,0,0,1,1,0,,,,,,,,,
2024,Elerson Smith,CLE,DE,2,0,0,,,1.0,1.0,,,,1,0,1,2,0,0,,,,,,,,,
2024,Robert Beal,SF,DL,14,0,0,,,6.0,5.0,,,,0,0,0,17,1,0,,,,,,,,,
2024,Isaiah Foskey,NO,DE,17,0,0,,,2.0,1.0,,,,0,0,0,16,0,4,,,,,,,,,
2024,Shaquil Barrett,TB,OLB,1,0,0,,,1.0,1.0,,,,0,0,0,1,0,0,,,,,,,,,
2024,Trevis Gipson,SEA,OLB,,,,,,,,,,,,,,,,,,,,,,,,,
2024,Zion Logue,BUF,DE,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
2024,Luke Gifford,TEN,OLB,,,,,1.0,21.0,19.0,,2.0,1.0,,,,,,,,,,,,,,,
2024,Khalid Kareem,ATL,OLB,2,0,0,,,2.0,2.0,,,,1,0,1,4,0,0,,,,,,,,,
2024,Lorenzo Carter,ATL,LOLB,13,11,0,2.0,2.0,21.0,19.0,1.0,,,1,2,3,32,7,9,,,,,,,,,
2024,Isaiah Land,IND,DE,10,0,0,1.0,1.0,1.0,,,,,0,1,1,1,2,0,,,,,,,,,
2024,Kingsley Jonathan,BUF,DE,1,0,0,1.0,,,,,,,0,1,1,0,0,0,,,,,,,,,
2024,Jeremiah Moon,PIT,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Khyiris Tonga,ARI,DL,13,1,0,,,,,,,,0,0,0,22,1,0,,,,,,,,,
2024,Adisa Isaac,BAL,OLB,4,0,0,,1.0,1.0,1.0,,1.0,,1,0,1,4,0,0,,,,,,,,,
2024,Alex Barrett,SF,DL,3,0,0,,,1.0,1.0,,,,0,0,0,2,1,1,,,,,,,,,
2024,Jaylen Harrell,TEN,OLB,17,0,0,,2.0,5.0,5.0,,,,1,0,1,13,3,0,,,,,,,,,
2024,Myles Cole,JAX,DE,8,0,0,,1.0,4.0,4.0,,,,0,0,0,8,3,0,,,,,,,,,
2024,Jonah Williams,LA,DE,6,0,0,,1.0,1.0,1.0,,,,1,0,1,3,0,0,,,,,,,,,
2024,Mohamed Kamara,MIA,OLB,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2024,Josh Sweat,ARI,,,,,,,,,,,,,,,,,,9,23,115,20%,15%,,,,
2024,Bo Richter,MIN,OLB,14,0,0,,,1.0,1.0,,,,0,0,0,8,1,0,,,,,,,,,
2024,Baron Browning,DEN,OLB,5,2,0,,1.0,1.0,,,,,0,0,0,7,1,7,,,,,,,,,
2024,Titus Leo,NE,DE,,,,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
2024,Derrick Brown,CAR,DE,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2024,Oren Burks,PHI,OLB,,,,,2.0,15.0,15.0,1.0,1.0,,,,,,,,,,,,,,,,
2024,Chris Wormley,BAL,DL,2,0,0,,,1.0,1.0,,,,1,0,0,4,1,0,,,,,,,,,
2024,Truman Jones,NE,DE,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
2024,Cam Gill,CAR,OLB,10,0,0,4.0,,6.0,6.0,,,,1,4,5,22,1,9,,,,,,,,,
2024,Jamin Davis,WAS,DE,5,0,0,,1.0,7.0,7.0,,,,0,0,0,13,0,1,,,,,,,,,
2024,Joe Giles-Harris,NE,OLB,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Efe Obada,WAS,DE,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,
2024,Akeem Davis-Gaither,CIN,OLB,,,,1.0,4.0,38.0,34.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2024,Brennan Jackson,LA,OLB,7,1,0,,,1.0,1.0,,1.0,,1,0,1,3,1,2,,,,,,,,,
2024,Gabriel Murphy,MIN,OLB,2,0,0,1.0,,1.0,1.0,,,,0,1,1,1,0,0,,,,,,,,,
2024,Charles Harris,PHI,DE,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2024,Matt Milano,BUF,OLB,,,,2.0,1.0,7.0,5.0,,,,,,,,,,,,,,,,,,
2024,Sam Kamara,CLE,DE,11,1,0,,1.0,9.0,6.0,,,,1,0,1,15,0,0,,,,,,,,,
2024,Isaiahh Loudermilk,PIT,DE,,,,,,10.0,8.0,,1.0,,,,,,,,,,,,,,,,
2024,Tanoh Kpassagnon,NO,DE,3,0,0,1.0,,1.0,1.0,,,,0,1,1,1,2,0,,,,,,,,,
2024,Junior Colson,LAC,OLB,,,,1.0,,15.0,14.0,,1.0,,,,,,,,,,,,,,,,
2024,Mitchell Agude,DET,OLB,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
2024,Jonah Williams,3TM,DL,9,1,0,,,,,,,,1,2,3,3,1,0,,,,,,,,,
2024,Khaleke Hudson,CLE,OLB,16,0,0,,,,,,,,0,1,1,9,0,1,,,,,,,,,
2024,Cameron Thomas,KC,DE,4,0,0,,,,,,,,0,0,0,0,1,0,,,,,,,,,
2024,Mike Greene,TB,DL,3,0,0,,,,,,,,1,0,1,2,0,0,,,,,,,,,
2024,Dorian Williams,BUF,OLB,,,,2.0,5.0,66.0,52.0,1.0,,,,,,,,,,,,,,,,,
2024,Jalen Reeves-Maybin,DET,OLB,,,,,,10.0,9.0,1.0,,,,,,,,,,,,,,,,,
2024,Braiden McGregor,NYJ,DE,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,
2024,Will McDonald IV,NYJ,,,,,,,,,,,,,,,,,,,,,,,10,31,101,31%
2024,Mike Morris,SEA,DE,15,0,0,,,2.0,2.0,,,,1,0,1,5,0,0,,,,,,,,,
2024,Joey Bosa,BUF,,,,,,,,,,,,,,,,,,,,,,,4,31,93,33%
2024,Jared Verse,LAR,,,,,,,,,,,,,,,,,,,,,,,2,40,108,37%
2024,Myles Murphy,CIN,DE,13,0,0,4.0,1.0,11.0,10.0,,1.0,,5,4,9,20,0,0,,,,,,,,,
2024,Justin Jones,ARI,DL,3,3,0,,,,,,,,0,1,1,4,1,0,,,,,,,,,
2024,Malik Herring,KC,DE,12,0,0,3.0,1.0,7.0,5.0,,,,0,3,3,12,1,0,,,,,,,,,
2024,Victor Dimukeje,ARI,OLB,11,0,0,6.0,2.0,6.0,6.0,1.0,,,1,6,7,15,1,5,,,,,,,,,
2024,Germaine Pratt,CIN,OLB,,,,4.0,5.0,80.0,68.0,2.0,6.0,2.0,,,,,,,,,,,,,,,
2024,Chazz Surratt,NYJ,ROLB,17,5,0,,,,,,,,1,1,2,28,1,13,,,,,,,,,
2024,Adetokunbo Ogundeji,PIT,OLB,3,0,0,,,,,,1.0,,0,0,0,0,0,3,,,,,,,,,
2024,Luke Masterson,LV,OLB,,,,,,8.0,7.0,,,,,,,,,,,,,,,,,,
2024,Jonathan Harris,CAR,DE,7,0,0,1.0,1.0,4.0,4.0,,,,0,1,1,10,1,0,,,,,,,,,
2024,Kyle Peko,DET,DL,5,1,0,,,,,,,,0,2,2,2,0,0,,,,,,,,,
2023,T.J. Watt,PIT,OLB,,,19.0,36.0,19.0,47.0,38.0,4.0,8.0,1.0,,,,,,,,,,,,,,,
2023,Trey Hendrickson,CIN,DE,17,17,17.5,25.0,16.0,28.0,25.0,3.0,3.0,,8,7,35,43,7,3,,,,,,,,,
2023,Josh Hines-Allen,JAX,OLB,17,17,17.5,33.0,17.0,43.0,37.0,2.0,1.0,1.0,14,13,46,66,7,58,,,,,,,,,
2023,Khalil Mack,LAC,OLB,17,17,17.0,22.0,21.0,57.0,45.0,5.0,10.0,,9,10,36,74,11,44,,,,,,,,,
2023,Danielle Hunter,MIN,OLB,17,17,16.5,22.0,23.0,54.0,44.0,4.0,2.0,,17,7,41,83,4,46,,,,,,,,,
2023,Maxx Crosby,LV,DE,17,17,14.5,31.0,23.0,55.0,48.0,2.0,2.0,,20,15,50,90,3,2,,,,,,,,,
2023,Myles Garrett,CLE,DE,16,16,14.0,30.0,17.0,33.0,26.0,4.0,3.0,,6,16,37,42,4,0,,,,,,,,,
2023,Micah Parsons,DAL,DE,,,14.0,33.0,18.0,36.0,28.0,1.0,2.0,,,,,,,,,,,,,,,,
2023,Jonathan Greenard,HOU,RDE,15,15,12.5,22.0,15.0,36.0,31.0,1.0,2.0,,9,9,32,52,5,18,,,,,,,,,
2023,Aidan Hutchinson,DET,DL,17,17,11.5,33.0,14.0,36.0,32.0,3.0,7.0,1.0,29,21,62,51,9,1,,,,,,,,,
2023,Denico Autry,TEN,LDE,17,14,11.5,17.0,12.0,30.0,25.0,2.0,4.0,,8,3,24,50,7,0,,,,,,,,,
2023,Kayvon Thibodeaux,NYG,OLB,17,17,11.5,16.0,12.0,26.0,24.0,3.0,4.0,,18,4,35,50,5,98,,,,,,,,,
2023,Bradley Chubb,MIA,OLB,,,11.0,22.0,11.0,45.0,38.0,6.0,2.0,,,,,,,,,,,,,,,,
2023,Haason Reddick,PHI,OLB,17,17,11.0,23.0,13.0,29.0,28.0,1.0,1.0,,11,12,35,38,5,40,,,,,,,,,
2023,George Karlaftis,KC,DE,16,16,10.5,17.0,7.0,29.0,28.0,1.0,3.0,,18,4,35,47,4,1,,,,,,,,,
2023,Harold Landry,TEN,OLB,17,10,10.5,21.0,14.0,45.0,36.0,,,,5,10,26,70,3,18,,,,,,,,,
2023,Nick Bosa,SF,DL,17,17,10.5,35.0,16.0,34.0,27.0,2.0,4.0,,9,21,44,53,4,5,,,,,,,,,
2023,Leonard Floyd,BUF,RDE,17,16,10.5,19.0,9.0,21.0,15.0,1.0,1.0,,6,7,25,32,4,6,,,,,,,,,
2023,Bryce Huff,NYJ,DE,,,10.0,21.0,10.0,19.0,13.0,,1.0,,,,,,,,,,,,,,,,
2023,Travon Walker,JAX,OLB,17,17,10.0,19.0,10.0,27.0,21.0,,2.0,,11,7,30,52,8,49,,,,,,,,,
2023,Zach Sieler,MIA,DE,,,10.0,22.0,11.0,32.0,29.0,1.0,4.0,1.0,,,,,,,,,,,,,,,
2023,Jadeveon Clowney,BAL,OLB,17,15,9.5,19.0,9.0,24.0,21.0,2.0,5.0,,4,9,23,43,5,7,,,,,,,,,
2023,Samson Ebukam,IND,DE,17,17,9.5,17.0,10.0,39.0,31.0,3.0,1.0,,3,8,21,57,6,10,,,,,,,,,
2023,Rashan Gary,GB,DE,,,9.0,22.0,7.0,23.0,21.0,2.0,2.0,,,,,,,,,,,,,,,,
2023,Kyle Van Noy,BAL,OLB,14,3,9.0,9.0,9.0,20.0,15.0,2.0,4.0,,1,2,12,30,4,10,,,,,,,,,
2023,Christian Wilkins,MIA,LDE,17,17,9,,,,,,,,6,14,30,65,5,0,,,,,,,,,
2023,Boye Mafe,SEA,OLB,,,9.0,16.0,9.0,35.0,32.0,1.0,6.0,,,,,,,,,,,,,,,,
2023,Carl Granderson,NO,DE,17,17,8.5,20.0,14.0,44.0,37.0,1.0,1.0,,8,11,28,78,5,2,,,,,,,,,
2023,Jonathon Cooper,DEN,OLB,17,17,8.5,13.0,8.0,43.0,33.0,1.0,2.0,1.0,9,4,22,72,4,28,,,,,,,,,
2023,Kwity Paye,IND,DE,16,16,8.5,9.0,8.0,31.0,20.0,2.0,,,6,2,17,52,0,4,,,,,,,,,
2023,Christian Barmore,NE,DL,17,6,8.5,,,,,,,,6,4,19,64,2,0,,,,,,,,,
2023,DJ Wonnum,MIN,OLB,15,14,8,,,,,,,,8,4,21,62,1,48,,,,,,,,,
2023,Dayo Odeyingbo,IND,DE,17,1,8.0,17.0,9.0,22.0,20.0,2.0,2.0,,5,7,22,38,1,4,,,,,,,,,
2023,D.J. Wonnum,MIN,OLB,,,8.0,15.0,7.0,32.0,29.0,,6.0,,,,,,,,,,,,,,,,
2023,Brian Burns,CAR,LOLB,16,16,8.0,18.0,16.0,32.0,25.0,1.0,2.0,,2,11,21,50,4,35,,,,,,,,,
2023,Nik Bonitto,DEN,OLB,15,4,8.0,20.0,13.0,23.0,14.0,1.0,2.0,,5,10,24,30,4,23,,,,,,,,,
2023,Byron Young,LA,OLB,17,16,8.0,19.0,8.0,42.0,31.0,2.0,,,10,11,30,61,8,51,,,,,,,,,
2023,Malcolm Koonce,LV,DE,17,11,8.0,17.0,9.0,29.0,26.0,3.0,,,7,8,23,43,2,3,,,,,,,,,
2023,Preston Smith,GB,DE,,,8.0,21.0,4.0,28.0,21.0,2.0,4.0,,,,,,,,,,,,,,,,
2023,YaYa Diaby,TB,OLB,17,7,7.5,8.0,12.0,25.0,22.0,1.0,,,4,2,14,38,3,21,,,,,,,,,
2023,Dorance Armstrong,DAL,DE,17,1,7.5,12.0,7.0,20.0,17.0,,1.0,,3,3,15,38,1,0,,,,,,,,,
2023,Jermaine Johnson,NYJ,OLB,,,7.5,16.0,11.0,36.0,28.0,1.0,7.0,1.0,,,,,,,,,,,,,,,
2023,Kenny Clark,GB,DL,17,17,7.5,,,,,,,,9,7,25,44,7,0,,,,,,,,,
2023,Will Anderson,HOU,DE,15,13,7.0,22.0,10.0,29.0,21.0,,1.0,,10,15,32,45,9,12,,,,,,,,,
2023,Charles Omenihu,KC,DE,11,1,7.0,11.0,5.0,18.0,16.0,2.0,2.0,,2,2,12,28,1,0,,,,,,,,,
2023,Alex Highsmith,PIT,OLB,,,7.0,18.0,8.0,34.0,28.0,2.0,3.0,2.0,,,,,,,,,,,,,,,
2023,Jarran Reed,SEA,DE,16,16,7,,,,,,,,9,5,21,54,9,0,,,,,,,,,
2023,Javon Hargrave,SF,DL,16,16,7,,,,,,,,1,5,14,44,2,0,,,,,,,,,
2023,Joey Bosa,LAC,OLB,9,5,6.5,9.0,6.0,14.0,11.0,1.0,1.0,,6,2,15,20,1,3,,,,,,,,,
2023,Jaelan Phillips,MIA,OLB,,,6.5,11.0,7.0,28.0,23.0,,2.0,1.0,,,,,,,,,,,,,,,
2023,Montez Sweat,WAS,DE,,,6.5,11.0,10.0,21.0,17.0,2.0,1.0,,,,,,,,,,,,,,,,
2023,Calais Campbell,ATL,DL,17,17,6.5,17.0,10.0,32.0,25.0,1.0,1.0,,7,10,24,56,8,0,,,,,,,,,
2023,Bud Dupree,ATL,OLB,16,16,6.5,8.0,8.0,17.0,12.0,2.0,3.0,,13,3,24,39,4,33,,,,,,,,,
2023,Michael Danna,KC,DE,16,16,6.5,13.0,7.0,32.0,29.0,,3.0,,9,5,21,50,2,1,,,,,,,,,
2023,A.J. Epenesa,BUF,DE,,,6.5,10.0,7.0,9.0,9.0,1.0,8.0,2.0,,,,,,,,,,,,,,,
2023,AJ Epenesa,BUF,DE,15,1,6.5,,,,,,,,4,3,14,20,4,1,,,,,,,,,
2023,Josh Sweat,PHI,DE,17,17,6.5,23.0,7.0,30.0,25.0,2.0,1.0,,14,16,37,43,4,15,,,,,,,,,
2023,Arnold Ebiketie,ATL,OLB,17,6,6.0,12.0,3.0,16.0,15.0,2.0,1.0,,5,4,16,25,2,27,,,,,,,,,
2023,Andrew Van Ginkel,MIA,LOLB,17,11,6.0,19.0,8.0,42.0,31.0,,8.0,1.0,3,10,20,69,9,40,,,,,,,,,
