season,player,team,position,games,games_started,sacks,qb_hits,tackles_for_loss,tackles,tackles_solo,fumbles_forced,pass_defended,interceptions,hurries,qb_knockdowns,pressures,tackles_combined,missed_tackles,blitzes,prwr_rank_2024,prwr_wins_2024,prwr_plays_2024,prwr_pct_2024,edge_pct_prwr_2024,rswr_rank_2024,rswr_wins_2024,rswr_plays_2024,rswr_pct_2024
2020,Yetur Gross-Matos,CAR,RDE,12,7,2.5,6.0,2.0,9.0,8.0,1.0,,,5,4,12,24,1,0,,,,,,,,,
2020,Shelby Harris,DEN,LDE,11,11,2.5,,,,,,,,6,8,17,32,1,0,,,,,,,,,
2020,Jordan Willis,SF,DE,,,2.5,5.0,2.0,7.0,5.0,,,,,,,,,,,,,,,,,,
2020,Josh Hines-Allen,JAX,DE,,,2.5,11.0,2.0,7.0,6.0,,1.0,,,,,,,,,,,,,,,,
2020,Deatrich Wise,NE,LDE,16,7,2.5,11.0,2.0,27.0,21.0,,,,9,9,21,49,2,0,,,,,,,,,
2020,Michael Danna,KC,DE,13,1,2.5,6.0,4.0,16.0,15.0,,,,3,3,9,25,3,10,,,,,,,,,
2020,Isaac Rochell,LAC,RDE,16,6,2.5,3.0,1.0,16.0,13.0,,1.0,,5,1,9,29,3,0,,,,,,,,,
2020,Hercules Mataafa,MIN,DE,13,1,2.5,,,,,,,,5,2,11,24,5,9,,,,,,,,,
2020,Jaylon Ferguson,BAL,DE,14,1,2.0,5.0,7.0,21.0,18.0,,1.0,,5,3,10,30,4,39,,,,,,,,,
2020,Zach Allen,ARI,DE,,,2.0,6.0,5.0,20.0,17.0,,3.0,,,,,,,,,,,,,,,,
2020,Jordan Evans,CIN,OLB,,,2.0,2.0,2.0,4.0,4.0,,1.0,1.0,,,,,,,,,,,,,,,
2020,Bryce Huff,NYJ,DE,,,2.0,4.0,4.0,12.0,10.0,,1.0,,,,,,,,,,,,,,,,
2020,Poona Ford,SEA,DE,,,2.0,9.0,8.0,25.0,24.0,1.0,,,,,,,,,,,,,,,,,
2020,Al-Quadin Muhammad,IND,DE,16,0,2.0,6.0,2.0,19.0,14.0,1.0,,,8,4,14,23,1,0,,,,,,,,,
2020,Sam Hubbard,CIN,DE,,,2.0,11.0,5.0,33.0,31.0,1.0,3.0,,,,,,,,,,,,,,,,
2020,Jordan Jenkins,NYJ,DE,,,2.0,6.0,3.0,15.0,14.0,1.0,1.0,,,,,,,,,,,,,,,,
2020,Tershawn Wharton,KC,DE,16,1,2,,,,,,,,4,2,8,27,3,0,,,,,,,,,
2020,Christian Kirksey,GB,OLB,,,2.0,2.0,2.0,46.0,42.0,,4.0,2.0,,,,,,,,,,,,,,,
2020,Alex Highsmith,PIT,ROLB,16,5,2.0,6.0,5.0,26.0,23.0,,1.0,1.0,6,4,12,48,2,36,,,,,,,,,
2020,Taco Charlton,KC,DE,7,0,2.0,4.0,1.0,4.0,4.0,1.0,,,2,2,6,7,0,0,,,,,,,,,
2020,Trent Murphy,BUF,LDE,10,9,2.0,6.0,3.0,15.0,11.0,,,,0,4,6,19,2,0,,,,,,,,,
2020,Shilique Calhoun,NE,DE,10,0,2.0,3.0,1.0,13.0,11.0,2.0,,,4,1,8,18,5,21,,,,,,,,,
2020,KJ Wright,SEA,ROLB,16,16,2,,,,,,,,3,1,6,86,10,72,,,,,,,,,
2020,Derrick Brown,CAR,DE,,,2.0,12.0,8.0,21.0,20.0,,4.0,,,,,,,,,,,,,,,,
2020,Robert Quinn,CHI,ROLB,15,13,2.0,6.0,,14.0,14.0,3.0,,,8,6,16,20,3,11,,,,,,,,,
2020,Carlos Watkins,HOU,LOLB,16,11,2.0,2.0,4.0,17.0,13.0,,3.0,,3,0,5,27,1,0,,,,,,,,,
2020,Kendal Vickers,LV,DE,15,2,2,,,,,,,,1,1,5,10,1,0,,,,,,,,,
2020,Clelin Ferrell,LV,LDE,11,11,2.0,10.0,3.0,18.0,16.0,2.0,3.0,,10,8,21,27,3,0,,,,,,,,,
2020,Terrell Lewis,LA,OLB,,,2.0,4.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2020,Jack Crawford,TEN,DE,16,9,2.0,10.0,3.0,20.0,15.0,1.0,,,1,8,11,28,5,0,,,,,,,,,
2020,Tyus Bowser,BAL,OLB,,,2.0,14.0,4.0,17.0,17.0,,5.0,3.0,,,,,,,,,,,,,,,
2020,Tyrone Crawford,DAL,DE,16,3,2.0,4.0,2.0,7.0,7.0,,,,4,2,8,14,2,0,,,,,,,,,
2020,John Simon,NE,RDE,16,16,2.0,4.0,4.0,34.0,27.0,,3.0,,9,2,13,53,4,14,,,,,,,,,
2020,K.J. Wright,SEA,OLB,,,2.0,3.0,11.0,60.0,56.0,1.0,10.0,1.0,,,,,,,,,,,,,,,
2020,Rasheem Green,SEA,DE,10,0,2.0,6.0,2.0,7.0,6.0,,,,6,4,12,10,1,0,,,,,,,,,
2020,DeShawn Williams,DEN,DE,,,2.0,6.0,4.0,20.0,16.0,,3.0,1.0,,,,,,,,,,,,,,,
2020,Robert Spillane,PIT,OLB,,,2.0,3.0,4.0,37.0,33.0,,4.0,1.0,,,,,,,,,,,,,,,
2020,Trey Flowers,DET,LDE,7,5,2.0,3.0,3.0,12.0,11.0,2.0,1.0,,3,2,7,22,2,0,,,,,,,,,
2020,Genard Avery,PHI,DE,,,1.5,7.0,2.0,5.0,4.0,,1.0,,,,,,,,,,,,,,,,
2020,Jabaal Sheard,2TM,DE,10,3,1.5,,,,,,,,5,4,12,19,1,0,,,,,,,,,
2020,Derek Rivers,NE,DE,,,1.5,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Markus Golden,NYG,OLB,,,1.5,6.0,2.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,
2020,Jabaal Sheard,NYG,DE,,,1.5,4.0,2.0,10.0,9.0,1.0,,,,,,,,,,,,,,,,,
2020,Allen Bailey,ATL,DE,16,4,1.5,5.0,2.0,8.0,7.0,,,,3,3,8,15,1,0,,,,,,,,,
2020,James Vaughters,CHI,OLB,,,1.5,2.0,2.0,12.0,12.0,,,,,,,,,,,,,,,,,,
2020,Marcus Davenport,NO,DE,11,1,1.5,8.0,3.0,12.0,12.0,,2.0,,9,6,17,21,0,1,,,,,,,,,
2020,Christian Wilkins,MIA,LDE,14,12,1.5,,,,,,,,7,1,10,47,1,0,,,,,,,,,
2020,Derek Rivers,2TM,DE,13,0,1.5,,,,,,,,2,2,6,5,0,1,,,,,,,,,
2020,Anthony Chickillo,DEN,DE,11,0,1.0,1.0,1.0,7.0,7.0,,1.0,,0,0,1,11,2,7,,,,,,,,,
2020,Damion Square,LAC,DE,16,1,1,,,,,,,,0,1,2,20,3,0,,,,,,,,,
2020,Anthony Nelson,TB,DE,16,1,1.0,7.0,2.0,10.0,10.0,,1.0,,6,6,13,18,3,34,,,,,,,,,
2020,Raequan Williams,PHI,DE,,,1.0,1.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2020,Jayrone Elliott,PIT,OLB,,,1.0,1.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2020,Kwon Alexander,SF,OLB,,,1.0,1.0,3.0,22.0,20.0,1.0,,,,,,,,,,,,,,,,,
2020,Michael Dogbe,ARI,DE,3,0,1.0,1.0,1.0,1.0,1.0,,,,0,0,1,1,0,0,,,,,,,,,
2020,Tanoh Kpassagnon,KC,LDE,16,15,1.0,4.0,2.0,20.0,20.0,,3.0,,1,3,5,28,10,1,,,,,,,,,
2020,Kemoko Turay,IND,DE,,,1.0,3.0,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2020,Jamie Collins,DET,OLB,,,1.0,3.0,6.0,55.0,53.0,3.0,6.0,1.0,,,,,,,,,,,,,,,
2020,Josh Mauro,ARI,DE,3,2,1.0,1.0,1.0,3.0,3.0,,,,0,0,1,5,0,0,,,,,,,,,
2020,Jonathan Greenard,HOU,OLB,,,1.0,3.0,2.0,9.0,9.0,,1.0,,,,,,,,,,,,,,,,
2020,Jayon Brown,TEN,OLB,,,1.0,2.0,5.0,45.0,41.0,2.0,8.0,1.0,,,,,,,,,,,,,,,
2020,Chris Wormley,PIT,DE,13,1,1.0,3.0,1.0,3.0,2.0,,,,1,2,4,8,0,0,,,,,,,,,
2020,Dorian O'Daniel,KC,OLB,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
2020,Joshua Uche,NE,OLB,,,1.0,7.0,2.0,7.0,6.0,,,,,,,,,,,,,,,,,,
2020,John Cominsky,ATL,DE,13,1,1.0,3.0,3.0,14.0,12.0,,,,7,2,10,28,2,5,,,,,,,,,
2020,Brooks Reed,TEN,OLB,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
2020,Margus Hunt,2TM,DE,13,1,1,,,,,,,,1,3,5,9,2,0,,,,,,,,,
2020,Chandler Jones,ARI,LOLB,5,5,1.0,7.0,1.0,5.0,4.0,,,,3,6,10,11,3,20,,,,,,,,,
2020,Kevin Pierre-Louis,WAS,OLB,,,1.0,2.0,3.0,36.0,34.0,1.0,2.0,,,,,,,,,,,,,,,,
2020,A.J. Epenesa,BUF,DE,,,1.0,4.0,3.0,11.0,9.0,,1.0,,,,,,,,,,,,,,,,
2020,Lorenzo Carter,NYG,LOLB,5,5,1.0,4.0,2.0,11.0,10.0,,1.0,,3,3,7,15,1,25,,,,,,,,,
2020,Carlos Dunlap,CIN,OLB,,,1.0,4.0,2.0,13.0,13.0,,2.0,,,,,,,,,,,,,,,,
2020,Khalid Kareem,CIN,DE,16,0,1.0,2.0,1.0,9.0,8.0,,,,2,1,4,19,1,1,,,,,,,,,
2020,K'Lavon Chaisson,JAX,OLB,,,1.0,9.0,3.0,12.0,11.0,,1.0,,,,,,,,,,,,,,,,
2020,Darryl Johnson,BUF,DE,15,0,1.0,3.0,3.0,5.0,3.0,,,,2,2,5,14,1,0,,,,,,,,,
2020,Sione Takitaki,CLE,OLB,,,1.0,2.0,2.0,33.0,31.0,,1.0,1.0,,,,,,,,,,,,,,,
2020,PJ Hall,HOU,RDE,10,9,1,,,,,,,,3,1,5,34,1,0,,,,,,,,,
2020,Chris Smith,LV,DE,8,0,1.0,4.0,,4.0,4.0,,,,6,3,10,5,1,0,,,,,,,,,
2020,Takk McKinley,ATL,DE,,,1.0,7.0,1.0,5.0,4.0,,1.0,,,,,,,,,,,,,,,,
2020,Wyatt Ray,TEN,DE,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Derek Wolfe,BAL,RDE,14,8,1.0,4.0,6.0,19.0,15.0,,2.0,,2,3,6,51,3,0,,,,,,,,,
2020,Jachai Polite,LA,OLB,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Pat OConnor,TB,DE,16,0,1,,,,,,,,0,0,1,4,3,0,,,,,,,,,
2020,Tim Ward,KC,DE,1,1,1.0,2.0,1.0,5.0,5.0,,,,0,1,2,5,2,2,,,,,,,,,
2020,Aaron Lynch,JAX,DE,8,0,1.0,3.0,1.0,5.0,4.0,,1.0,,0,3,4,6,3,11,,,,,,,,,
2020,Takkarist McKinley,ATL,DE,4,4,1,,,,,,,,1,6,8,8,0,3,,,,,,,,,
2020,Jacob Tuioti-Mariner,ATL,OLB,,,1.0,5.0,1.0,15.0,15.0,1.0,2.0,,,,,,,,,,,,,,,,
2020,Ogbonnia Okoronkwo,LA,DE,,,1.0,3.0,1.0,6.0,6.0,,1.0,,,,,,,,,,,,,,,,
2020,AJ Epenesa,BUF,DE,14,1,1,,,,,,,,3,3,7,14,0,1,,,,,,,,,
2020,Damontre Moore,SEA,DE,10,0,1.0,7.0,1.0,4.0,3.0,1.0,,,0,7,8,9,0,2,,,,,,,,,
2020,Nathan Gerry,PHI,OLB,,,1.0,2.0,4.0,31.0,27.0,,2.0,,,,,,,,,,,,,,,,
2020,Pat O'Connor,TB,DE,,,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,
2020,Jeremiah Ledbetter,TB,DE,3,0,1,,,,,,,,1,1,3,3,0,0,,,,,,,,,
2020,Joe Giles-Harris,JAX,OLB,,,1.0,5.0,2.0,8.0,7.0,,,,,,,,,,,,,,,,,,
2020,Shaquem Griffin,SEA,OLB,,,1.0,3.0,1.0,5.0,5.0,,1.0,,,,,,,,,,,,,,,,
2020,James Smith-Williams,WAS,DE,14,0,0.5,2.0,3.0,6.0,5.0,,,,0,1,2,10,0,0,,,,,,,,,
2020,Henry Anderson,NYJ,LDE,16,8,0.5,3.0,4.0,19.0,17.0,,,,4,2,7,42,6,0,,,,,,,,,
2020,Trent Harris,NYG,OLB,,,0.5,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Akeem Davis-Gaither,CIN,OLB,,,0.5,2.0,,16.0,16.0,,3.0,1.0,,,,,,,,,,,,,,,
2020,Shamar Stephen,MIN,DE,,,0.5,3.0,2.0,20.0,18.0,,,,,,,,,,,,,,,,,,
2020,Kentavius Street,SF,DE,15,2,0,,,,,,,,1,0,1,11,0,0,,,,,,,,,
2020,Niko Lalos,NYG,DE,6,0,0,,,2.0,1.0,,1.0,1.0,1,0,1,6,2,0,,,,,,,,,
2020,Julian Okwara,DET,OLB,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Broderick Washington,BAL,DE,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Ezekiel Ansah,SF,DE,2,0,0,,,,,,,,1,0,1,0,0,0,,,,,,,,,
2020,LaRoy Reynolds,SEA,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Cameron Malveaux,CLE,DE,,,,,,4.0,4.0,1.0,,,,,,,,,,,,,,,,,
2020,Derek Rivers,LA,DE,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Brandon Copeland,NE,OLB,,,,,1.0,5.0,3.0,,,,,,,,,,,,,,,,,,
2020,Dakota Allen,JAX,OLB,,,,1.0,3.0,9.0,9.0,,,,,,,,,,,,,,,,,,
2020,Clay Johnston,CAR,OLB,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Rashod Berry,NE,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Nick Bosa,SF,DE,2,2,0,1.0,,3.0,2.0,1.0,,,4,1,5,6,0,0,,,,,,,,,
2020,Kyle Phillips,NYJ,DE,7,3,0,1.0,3.0,7.0,5.0,,,,2,1,3,11,0,0,,,,,,,,,
2020,Randy Ramsey,GB,DE,12,0,0,,,1.0,1.0,,,,1,0,1,11,0,4,,,,,,,,,
2020,Eddie Yarbrough,MIN,DE,4,0,0,1.0,,5.0,5.0,,,,0,1,1,8,1,0,,,,,,,,,
2020,Oshane Ximines,NYG,DE,4,3,0,3.0,1.0,4.0,3.0,,,,2,3,5,5,0,11,,,,,,,,,
2020,Casey Toohill,2TM,DE,9,0,0,,,,,,,,0,1,1,2,0,0,,,,,,,,,
2020,Jadeveon Clowney,TEN,LOLB,8,8,0,6.0,4.0,14.0,12.0,1.0,4.0,,5,6,11,19,4,10,,,,,,,,,
2020,Vic Beasley,2TM,DE,10,0,0,,,,,,,,1,0,1,4,1,4,,,,,,,,,
2020,Da'Shawn Hand,DET,DE,,,,,1.0,12.0,10.0,1.0,,,,,,,,,,,,,,,,,
2020,Ryan Anderson,WAS,OLB,,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,
2020,Mike Love,BUF,DE,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
2020,Kamalei Correa,JAX,OLB,,,,,,4.0,4.0,,1.0,,,,,,,,,,,,,,,,
2020,Malik Harrison,BAL,OLB,,,,,1.0,21.0,20.0,,1.0,,,,,,,,,,,,,,,,
2020,L.J. Fort,BAL,OLB,,,,1.0,2.0,28.0,26.0,1.0,2.0,,,,,,,,,,,,,,,,
2020,Jalyn Holmes,MIN,LDE,14,9,0,4.0,2.0,16.0,15.0,,2.0,,8,4,12,36,3,1,,,,,,,,,
2020,Roy Robertson-Harris,CHI,LDE,8,6,0,,,,,,,,0,6,6,10,1,0,,,,,,,,,
2020,Datone Jones,LV,DE,1,0,0,,,,,,,,1,0,1,2,0,0,,,,,,,,,
2020,Derick Roberson,TEN,DE,8,1,0,2.0,,4.0,2.0,1.0,1.0,,2,2,4,9,1,17,,,,,,,,,
2020,Leon Jacobs,JAX,OLB,,,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2020,Julian Stanford,CAR,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Casey Toohill,WAS,DE,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2020,Stephen Weatherly,CAR,RDE,9,9,0,3.0,1.0,7.0,7.0,,,,6,3,9,17,3,0,,,,,,,,,
2020,Amani Bledsoe,CIN,DE,14,4,0,,,6.0,6.0,,2.0,,1,0,1,17,3,0,,,,,,,,,
2020,Ben Burr-Kirven,SEA,OLB,,,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2020,David Irving,LV,DE,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
2020,Zack Baun,NO,OLB,,,,,1.0,3.0,3.0,,,,,,,,,,,,,,,,,,
2020,Zaire Franklin,IND,OLB,,,,,,7.0,6.0,,,,,,,,,,,,,,,,,,
2020,Natrez Patrick,LA,OLB,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Cassius Marsh,JAX,OLB,,,,1.0,,7.0,6.0,,,,,,,,,,,,,,,,,,
2020,Kylie Fitts,ARI,OLB,,,,1.0,,3.0,2.0,,,,,,,,,,,,,,,,,,
2020,Javin White,LV,OLB,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,
2020,Vic Beasley,LV,OLB,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Freedom Akinmoladun,CIN,DE,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Derrek Tuszka,DEN,DE,9,0,0,,1.0,1.0,1.0,,,,0,0,0,6,1,1,,,,,,,,,
2020,Blake Lynch,MIN,OLB,,,,,,7.0,7.0,,1.0,,,,,,,,,,,,,,,,
2020,Demone Harris,KC,DE,1,0,0,,,1.0,1.0,,,,1,0,1,3,0,0,,,,,,,,,
2020,Trevis Gipson,CHI,DE,7,0,0,3.0,,1.0,1.0,,,,0,3,3,5,1,1,,,,,,,,,
2020,Anthony Barr,MIN,OLB,,,,,,6.0,6.0,,,,,,,,,,,,,,,,,,
2020,Kamalei Correa,TEN,OLB,,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,RonDell Carter,DAL,DE,3,0,0,,,,,,,,1,0,1,1,1,0,,,,,,,,,
2020,Joe Gaziano,LAC,DE,2,0,0,1.0,,,,,,,0,1,1,1,0,0,,,,,,,,,
2020,Nate Orchard,WAS,DE,3,0,0,,,,,,,,0,0,0,2,0,1,,,,,,,,,
2020,A'Shawn Robinson,LA,DE,,,,1.0,,6.0,4.0,,1.0,,,,,,,,,,,,,,,,
2020,Terez Hall,NE,OLB,,,,,,33.0,23.0,,2.0,,,,,,,,,,,,,,,,
2020,Kwon Alexander,NO,OLB,,,,1.0,,17.0,17.0,1.0,4.0,,,,,,,,,,,,,,,,
2020,Porter Gustin,CLE,DE,14,3,0,2.0,2.0,11.0,10.0,,,,5,2,7,30,3,1,,,,,,,,,
2020,Cassius Marsh,3TM,DE,8,1,0,,,,,,,,0,1,1,16,6,6,,,,,,,,,
2020,Domata Peko,ARI,DE,6,5,0,,,,,,,,0,0,0,16,1,0,,,,,,,,,
2020,Jessie Lemonier,LAC,DE,6,0,0,2.0,,,,,,,1,2,3,2,0,0,,,,,,,,,
2020,Bradlee Anae,DAL,DE,7,0,0,1.0,,,,,,,0,1,1,0,0,1,,,,,,,,,
2020,Jonathan Garvin,GB,DE,8,0,0,,,2.0,1.0,,,,0,0,0,5,0,2,,,,,,,,,
2020,Adam Gotsis,JAX,RDE,16,14,0,,,,,,,,2,3,5,37,5,0,,,,,,,,,
2020,Davion Taylor,PHI,OLB,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,
2020,Jabari Zuniga,NYJ,DE,8,0,0,,,3.0,3.0,,,,1,0,1,5,0,1,,,,,,,,,
2020,Thomas Davis,WAS,OLB,,,,,,5.0,5.0,,1.0,,,,,,,,,,,,,,,,
2020,Jordan Willis,NYJ,DE,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Alex Barrett,SF,DE,7,0,0,2.0,,,,,,,3,2,5,5,0,0,,,,,,,,,
2020,Germaine Pratt,CIN,OLB,,,,,5.0,54.0,51.0,,2.0,,,,,,,,,,,,,,,,
2020,Joe Jackson,CLE,DE,3,0,0,,,2.0,2.0,,,,1,0,1,5,0,0,,,,,,,,,
2020,Tuzar Skipper,TEN,OLB,,,,,,4.0,2.0,,,,,,,,,,,,,,,,,,
2020,Jason Strowbridge,MIA,DE,8,0,0,,1.0,1.0,1.0,,,,1,0,1,3,1,0,,,,,,,,,
2020,Cassius Marsh,IND,OLB,,,,,,3.0,1.0,,,,,,,,,,,,,,,,,,
2020,Jonathan Bullard,SEA,DE,6,0,0,2.0,,2.0,2.0,,,,0,2,2,8,0,0,,,,,,,,,
2020,Billy Winn,GB,DE,,,,,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,
2020,Brennan Scarlett,HOU,ROLB,11,4,0,1.0,,15.0,14.0,,,,2,1,3,28,6,18,,,,,,,,,
2020,Nick Thurman,NE,DE,7,1,0,,,,,,,,1,0,1,10,0,0,,,,,,,,,
2020,Dee Ford,SF,DE,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Austin Larkin,CAR,DE,9,0,0,,1.0,5.0,5.0,,,,0,0,0,12,1,0,,,,,,,,,
2020,Emeke Egbule,LAC,OLB,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2020,Bryan Cox,BUF,DE,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2020,DaShawn Hand,DET,DE,10,1,0,,,,,,,,3,0,3,19,1,0,,,,,,,,,
2020,Jordan Brailford,MIN,OLB,,,,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
2020,Marcell Harris,SF,OLB,,,,,,23.0,21.0,2.0,3.0,,,,,,,,,,,,,,,,
2020,Bruce Irvin,SEA,DE,2,2,0,3.0,1.0,4.0,4.0,,,,1,3,4,5,0,13,,,,,,,,,
2020,Edmond Robinson,ATL,OLB,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,Sean Lee,DAL,OLB,,,,1.0,,11.0,11.0,,,,,,,,,,,,,,,,,,
2020,Jabaal Sheard,JAX,DE,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,
2020,Elijah Lee,CLE,OLB,,,,,,,,,,,,,,,,,,,,,,,,,
2020,Oren Burks,GB,OLB,,,,,1.0,8.0,8.0,1.0,,,,,,,,,,,,,,,,,
2020,Melvin Ingram,LAC,RDE,7,7,0,5.0,,5.0,4.0,,2.0,1.0,7,5,12,10,1,6,,,,,,,,,
2020,Tashawn Bower,NE,DE,7,3,0,,1.0,9.0,8.0,,1.0,,4,0,4,11,1,0,,,,,,,,,
2020,Jalen Reeves-Maybin,DET,OLB,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,
2020,Anfernee Jennings,NE,OLB,,,,1.0,,10.0,6.0,,,,,,,,,,,,,,,,,,
2020,Marlon Davidson,ATL,DE,8,0,0,,,,,,,,2,0,2,8,0,0,,,,,,,,,
2020,Pita Taumoepenu,ATL,OLB,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
2020,Cory Littleton,LV,OLB,,,,,4.0,54.0,47.0,,,,,,,,,,,,,,,,,,
2020,Ben Banogu,IND,DE,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
2020,Joe Ostman,PHI,DE,3,0,0,,,1.0,1.0,,,,0,0,0,1,2,1,,,,,,,,,
2020,Dorance Armstrong,DAL,DE,16,2,0,1.0,1.0,20.0,19.0,,2.0,,5,1,6,33,2,6,,,,,,,,,
2020,Arden Key,LV,DE,14,0,0,11.0,2.0,10.0,10.0,,2.0,,5,11,16,15,3,0,,,,,,,,,
2020,Austin Bryant,DET,DE,6,1,0,1.0,1.0,12.0,11.0,,,,2,1,3,17,1,0,,,,,,,,,
2020,Vic Beasley,TEN,OLB,,,,,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
2020,Demetrius Flannigan-Fowles,SF,OLB,,,,,,3.0,2.0,,,,,,,,,,,,,,,,,,
2020,Olasunkanmi Adeniyi,PIT,OLB,,,,,1.0,4.0,4.0,,,,,,,,,,,,,,,,,,
2020,Cam Gill,TB,OLB,,,,,,2.0,2.0,,,,,,,,,,,,,,,,,,
2020,LaRoy Reynolds,ATL,OLB,,,,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
2020,Kyle Wilber,LV,OLB,,,,,,3.0,3.0,,,,,,,,,,,,,,,,,,
2020,Kameron Cline,IND,DE,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2020,E.J. Speed,IND,OLB,,,,,,,,,,,,,,,,,,,,,,,,,
